movie_id,title,genres,year,tconst,averageRating,numVotes,isAdult,runtimeMinutes,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count
79,The Juror,drama thriller,1996,tt0116731,5.7,18523.0,0.0,118,en,44000000,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",11,22754725,There is no defense.,5,279
80,"White Balloon, The (Badkonake Sefid )",drama,1995,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
81,Things to Do in Denver when You're Dead,crime drama romance,1995,,-1.0,-1.0,0.0,-1,en,8000000,Five different criminals face imminent death after botching a job quite badly.,12,529766,Protect. Love. Honor. Avenge.,6,288
82,Antonia's Line (Antonia),drama,1995,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
83,Once Upon a Time... When We Were Colored,drama,1995,tt0114039,7.4,535.0,0.0,115,en,0,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",2,0,,5,3
84,Last Summer in the Hamptons,comedy drama,1995,tt0113612,5.7,414.0,0.0,108,en,0,"Helena Mora, the head of an eccentric theatrical family, has decided to sell her large estate in the Hamptons because of her recent money troubles. Before she completes the sale, she wants to have one last gathering of family and friends, with dramatic performances. Bringing everyone together, though, creates rivalries and tension, especially for Oona, a temperamental but successful movie actress who seeks the approval of her creative peers.",1,0,,9,1
85,Angels and Insects,drama romance,1995,tt0112365,6.8,4603.0,0.0,116,en,0,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",5,0,An elegant seduction. An erotic deception. A stunning revelation.,6,39
86,White Squall,adventure drama,1996,tt0118158,6.6,23664.0,0.0,129,en,38000000,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",15,10300000,The strongest will in nature is the will to survive.,6,258
87,Dunston Checks In,children's comedy,1996,tt0116151,5.3,12513.0,0.0,88,en,16000000,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",15,0,He's about to turn a Five Star Hotel into a three ring circus.,5,173
88,Black Sheep,comedy,1996,tt8943016,-1.0,-1.0,0.0,-1,en,0,A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines.,21,4947717,"There are over 40 million sheep in New Zealand, and they're pissed off!",5,555
89,Nick of Time,action thriller,1995,tt0113972,6.3,41522.0,0.0,90,en,8169363,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",15,8175346,,6,539
90,The Journey of August King,drama,1995,tt0113490,6.5,994.0,0.0,91,en,0,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",3,0,,6,10
92,Mary Reilly,drama thriller,1996,tt0117002,5.8,14842.0,0.0,108,en,47000000,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",12,12379402,The untold story of Jekyll and Hyde,5,245
93,Vampire in Brooklyn,comedy romance,1995,tt0114825,4.6,23260.0,0.0,100,en,14000000,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",15,19800000,A comic tale of horror and seduction.,5,419
94,Beautiful Girls,drama,1996,tt0115639,7.1,32789.0,0.0,112,en,0,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",9,0,Good times never seemed so good.,6,276
95,Broken Arrow,action thriller,1996,tt0115759,6.1,96880.0,0.0,108,en,50000000,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",26,150270147,Prepare to Go Ballistic.,6,1161
96,In the Bleak Midwinter,comedy,1995,,-1.0,-1.0,0.0,-1,en,0,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",3,0,The drama. The passion. The intrigue... And the rehearsals haven't even started.,7,27
97,"Hate (Haine, La)",drama,1995,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
98,Shopping,action thriller,1994,tt0111173,5.4,2779.0,0.0,105,en,0,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",5,0,No one leaves without paying...,5,33
99,Heidi Fleiss: Hollywood Madam,documentary,1995,,-1.0,-1.0,0.0,-1,en,0,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",1,0,   ,6,13
100,City Hall,drama thriller,1996,tt0115907,6.2,20498.0,0.0,111,en,0,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",11,0,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,6,189
101,Bottle Rocket,comedy,1996,tt0115734,6.9,75325.0,0.0,91,en,7000000,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",14,1040879,"They’re not really criminals, but everyone’s got to have a dream.",6,795
102,Mr. Wrong,comedy,1996,tt0117102,3.8,5077.0,0.0,96,en,0,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",5,0,,3,43
103,Unforgettable,thriller,1996,tt6444386,-1.0,-1.0,0.0,131,en,12000000,"Julia moves in with her fiancé, David, but his ex-wife and her own haunting past join forces to rock her quiet suburban existence.",39,17768012,"When love ends, madness begins.",5,539
104,Happy Gilmore,comedy,1996,tt0116483,7.0,215272.0,0.0,92,en,12000000,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",23,41205099,He doesn't play golf... he destroys it.,6,2017
