,movie_id,tags,title,genres,year
139,141,can t remember madonna comedy homosexuality gay robin williams adapted from play queer remakeof la cage aux folles  comedy comedy gay comedy crossdressing watch fully gene hackman robin williams robin williams gay homosexual theme comedy comedy comedy comedy comedy,"Birdcage, The ",comedy,1996
140,142,nan,Shadows (Cienie) ,drama,1988
141,143,nan,Gospa ,drama,1995
142,144,family irish comedy comedy comedy comedy comedy,"Brothers McMullen, The ",comedy,1995
143,145,directorial debut matrin lawrecne michael bay will smith car chase buddy movie will smith action will smith action just for fun will smith easily confused with other movie s title bad movie bã se jungs action action action action action,Bad Boys ,action,1995
144,146,nan,"Amazing Panda Adventure, The ",adventure children's,1995
145,147,book based on a true story catholicism diary escape expelled from school male nudity male prostitute masturbation mother son relationship new york city on dvr prostitutes school teacher student relationship writer s life leonardo dicaprio very good drugs heroin drama drama drama drama drama,"Basketball Diaries, The ",drama,1995
146,148,nudity topless notable drama drama drama drama drama,"Awfully Big Adventure, An ",drama,1995
147,149,interesting amnesia cerebral deliberate haunted by the past humorous literate quirky redemption stylized unlikely friendships whimsical crime drama thriller crime drama thriller crime drama thriller crime drama thriller crime drama thriller,Amateur ,crime drama thriller,1994
148,150,based on a book seen  seen more than once did i see it tom hanks moon nasa space space program based on a true story space true story biographical see in the shadow of the moon space program true story nasa dvd true story space dislike tom hanks tom hanks is great kevin bacon is a beast interesting tom hanks true story we have a problem space space tom hanks suspense claustrophobic earnest matter of fact nostalgic tense almost favorite space dvd drama based on a true story setting space earth orbit want oscar best editing oscar best sound space program space space program true story nasa space ron howard owned astronauts based on a true story drive in outer space dvd space drama space space space tom hanks space tom hanks true story watch again history space disaster drama historical moon space suspense ron howard tom hanks true story nostalgic tom hanks space moon nasa space space program catastrophe space program true story good movie ed harris tom hanks need to own clv formulaic space true story space afi  cheers afi  movie quotes nasa oscar best editing oscar best sound tom hanks historical drama drama drama drama drama,Apollo 13 ,drama,1995
149,151,one of my favorites hulu atmospheric earthy literate passionate rousing sweeping tense can t remember sword fighting rape watch violent tribal drama romance war drama romance war drama romance war drama romance war drama romance war,Rob Roy ,drama romance war,1995
150,152,christopher walken drug abuse philosophical stylized vampires horror horror horror horror horror,"Addiction, The ",horror,1995
151,153,adapted from comic sequel super hero comic book sequel superhero super hero comic book superhero super hero comic book jim carrey superhero action sequel super hero ammaction batman comic book sequel super hero nicole kidman comic book seen at the cinema watched  adapted from comic alter ego batman series ei muista want dc comics comic book superhero superhero superhero batman superhero comic book bank robbery jim carrey comic book super hero superhero watch again tommy lee jones dc superhero franchise comic book comic book super hero superhero comic book action adventure comedy crime action adventure comedy crime action adventure comedy crime action adventure comedy crime action adventure comedy crime,Batman Forever ,action adventure comedy crime,1995
152,154,ohsoso library vhs the best of best performance catherine deneuve as severine serizy double life enigmatic extramarital affairs prostitutes satirical sexy stylized witty wry bunuel nudity rear bunuel bunuel clv drama drama drama drama drama drama,Belle de jour ,drama,1967
153,155,history wonderful surprise movie drama war drama war drama war drama war drama war,Beyond Rangoon ,drama war,1995
154,156,nudity topless plotless minimalist comedy comedy comedy comedy comedy,Blue in the Face ,comedy,1995
155,157,conspiracy comedy war comedy war comedy war comedy war comedy war,Canadian Bacon ,comedy war,1994
156,158,nice christina ricci brad silberling family adapted from comic ghosts family ghost family nice children ghost ghost kid flick adventure children's adventure children's adventure children's adventure children's adventure children's,Casper ,adventure children's,1995
157,159,nan,Clockers ,drama,1995
158,160,based on a book michael crichton michael crichton adapted from book author michael chricton michael crichton michael crichton gorillas action adventure mystery sci-fi action adventure mystery sci-fi action adventure mystery sci-fi action adventure mystery sci-fi action adventure mystery sci-fi,Congo ,action adventure mystery sci-fi,1995
159,161,submarine own submarine want gene hackman submarine submarine clearplay r denzel washington gene hackman jason robards viggo mortensen war clv drama thriller war drama thriller war drama thriller war drama thriller war drama thriller war,Crimson Tide ,drama thriller war,1995
160,162,in netflix queue qube documentary netflixq cynical deliberate disturbing irreverent quirky raunchy sexual wry biographical fucked up documentary documentary documentary documentary documentary documentary,Crumb ,documentary,1994
161,163,gfei own it rame euy robert rodriguez action robert rodriguez eric s dvds nudity topless brief action action action action romance tumey s dvds austin too hip action mexico romance thriller sequel robert rodriguez crime danny trejo organized crime robert rodriguez violence action romance thriller action romance thriller action romance thriller action romance thriller action romance thriller,Desperado ,action romance thriller,1995
162,164,atmospheric femmes fatales moody nostalgic private eyes race relations stylized understated r suspense film noir cheadle appearance denzel s fine behind noir thriller crime film-noir mystery thriller crime film-noir mystery thriller crime film-noir mystery thriller crime film-noir mystery thriller crime film-noir mystery thriller,Devil in a Blue Dress ,crime film-noir mystery thriller,1995
163,165,terrorism action bruce willis samuel l jackson bruce willis but no way as good as the other two good predictable samuel l jackson afternoon section own bruce willis terrorism bruce willis eric s dvds action always watch it when it s on tv seen at the cinema watched  bruce willis samuel l jackson want tumey s dvds bruce willis action bruce willis crime thriller bruce willis divx more explosions bruce willis bruce willis samuel l jackson action violent action bruce willis action bmf action thriller action thriller action thriller action thriller action thriller,Die Hard: With a Vengeance ,action thriller,1995
164,166,shock and truth comedy drama comedy drama comedy drama comedy drama comedy drama,"Doom Generation, The ",comedy drama,1995
