movie_id,title,genres,year,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count,tmdb_id
92,mary reilly,drama thriller,1996,en,47000000,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",11,12379402,The untold story of Jekyll and Hyde,5,246,27475
93,vampire in brooklyn,comedy romance,1995,en,14000000,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",11,19800000,A comic tale of horror and seduction.,5,419,27475
94,beautiful girls,drama,1996,en,0,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",11,0,Good times never seemed so good.,6,276,27475
95,broken arrow,action thriller,1996,en,50000000,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",17,150270147,Prepare to Go Ballistic.,6,1163,27475
96,in the bleak midwinter,comedy,1995,en,0,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",1,0,The drama. The passion. The intrigue... And the rehearsals haven't even started.,7,27,27475
97,"hate (haine, la)",drama,1995,en,23000000,"Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",23,34934009,Two worlds. One voice. No going back.,8,1725,27475
98,shopping,action thriller,1994,en,0,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",3,0,No one leaves without paying...,5,33,27475
99,heidi fleiss: hollywood madam,documentary,1995,en,0,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",1,0,   ,6,13,27475
100,city hall,drama thriller,1996,en,0,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",10,0,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,6,190,27475
101,bottle rocket,comedy,1996,en,7000000,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",11,1040879,"They’re not really criminals, but everyone’s got to have a dream.",6,795,27475
102,mr. wrong,comedy,1996,en,0,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",8,0,,3,43,27475
103,unforgettable,thriller,1996,en,12000000,"Julia moves in with her fiancé, David, but his ex-wife and her own haunting past join forces to rock her quiet suburban existence.",36,17768012,"When love ends, madness begins.",5,539,27475
104,happy gilmore,comedy,1996,en,12000000,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",18,41205099,He doesn't play golf... he destroys it.,6,2018,27475
105,"bridges of madison county, the",drama romance,1995,en,24000000,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,22,182016617,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,7,1636,27475
106,nobody loves me (keiner liebt mich),comedy drama,1994,en,0,"High in Lake Titicaca in the Andes Mountains, a large and homely frog once thrived, a species endemic to altitude and cold water named Telmatobius culeus. But over-collecting for human consumption, pollution and predation by introduced species have devastated the Titicaca water frog — which has a hard enough life as is, given its resemblance to a certain human sexual organ and the many unflattering nicknames that has spawned. In 2016, 10,000 frogs died all at once, and it wasn’t the first mass die-off this critically endangered species has experienced. This short film from The Redford Center shines a new light on these underappreciated animals, showing their amazing adaptability, crucial role in the aquatic ecosystem and what’s at stake — unless humans intervene.",0,0,,0,0,27475
107,muppet treasure island,adventure children's comedy musical,1996,en,31000000,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",12,34327391,Set sail for Muppet mayhem!,6,289,27475
108,catwalk,documentary,1995,en,0,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",2,0,"The moment when fashion, art and entertainment come together with stunning force and beauty.",7,7,27475
